Temperatura,Personas,Electrodomesticos,Consumo_kWh
28.332283060037348,,10.0,59.66370319545271
25.234026744237863,4.0,10.0,48.50580264765748
17.33944482607858,5.0,8.0,43.42170029056069
22.671641172223943,,5.0,33.04615466760075
28.980168526476294,4.0,16.0,61.54133460088232
23.70649013346103,4.0,6.0,42.689091298525966
21.38468646261404,2.0,17.0,50.05829825325038
16.989611930376753,5.0,16.0,59.06444607532723
24.770231827007013,2.0,13.0,46.2693493219433
20.20765882511699,5.0,17.0,63.078970285881695
22.279466132107807,4.0,19.0,65.79323094366443
15.907103829914604,3.0,6.0,32.14276614061821
24.83530194312559,5.0,13.0,65.99375718940856
16.668933708327884,4.0,9.0,42.062667035549495
20.65119040843733,1.0,13.0,42.43879986221881
20.885862727015468,5.0,10.0,45.77484705297796
,4.0,16.0,58.14569920868762
15.441611380871466,1.0,9.0,28.496854893822572
,4.0,18.0,
18.07502562023606,5.0,13.0,54.23258667803029
26.499490303945063,3.0,10.0,48.774169018084656
23.35303879361911,5.0,7.0,47.36352142125117
23.843930992098265,3.0,8.0,39.675306992167926
22.4657602737629,2.0,16.0,52.99239448623849
22.59813527772516,2.0,16.0,52.36905974659286
23.181131300805895,2.0,7.0,40.799534537125794
26.72793617171191,1.0,9.0,42.09977724634772
33.09914425787823,2.0,20.0,68.15413196529826
15.606042686573817,3.0,16.0,52.43374135947906
27.553548623713336,1.0,20.0,59.99364686924094
29.04711527730696,2.0,7.0,43.06907197348725
28.705616228751765,3.0,18.0,63.923437523530055
19.47343423460996,4.0,14.0,58.0372429809516
21.69218079193655,5.0,16.0,67.59884526913537
28.49779927810362,3.0,7.0,45.61473149338408
25.500032804834078,1.0,11.0,44.825945335881634
,3.0,20.0,68.00807146919863
23.186707965704105,4.0,15.0,57.95717328504357
24.552424854661272,3.0,15.0,54.96020664573274
21.827855321744607,3.0,18.0,59.73988802350653
22.60828635905375,3.0,15.0,54.389762527327505
23.208514523958144,3.0,9.0,43.08604236181865
16.563570869625618,4.0,20.0,68.39314800353945
9.491686003560279,2.0,9.0,34.43329470895643
20.036139123397003,4.0,8.0,41.53016528423982
,2.0,19.0,60.29683449578663
22.970867426060074,2.0,7.0,33.96007559559865
28.05337083998935,4.0,8.0,55.298210745107745
24.56156723600231,2.0,17.0,51.574300460805276
28.40144343257974,4.0,8.0,51.92429023683257
34.85552520866156,5.0,11.0,58.16108709332935
22.092650632311756,2.0,16.0,49.72620997081104
24.067420621106383,4.0,10.0,52.004209910836046
31.284147135608077,3.0,8.0,50.09672571871237
25.392491197328468,1.0,18.0,56.14926204783675
15.234842943302775,,17.0,51.382088011771295
24.16152423842334,4.0,6.0,51.59344245463868
,5.0,20.0,62.20897949205393
17.309603196805224,,16.0,49.48737958426454
21.02604730942338,5.0,11.0,55.81135972735754
21.316934196674794,3.0,18.0,58.39434610162339
18.61510912478616,2.0,8.0,40.845195252690104
27.65580194616335,3.0,18.0,64.55087331582504
23.129286027063706,5.0,16.0,67.57287551217851
27.108476650951225,3.0,16.0,62.01277142224957
23.334553569858667,2.0,16.0,52.41984468640494
24.117366462313417,5.0,6.0,45.44008549583603
25.40383559372559,5.0,16.0,
18.168971322193805,3.0,15.0,52.228466010768514
21.9542773479609,3.0,17.0,56.94687898916955
26.433752431843125,3.0,10.0,159.75358564307018
24.143951885098527,2.0,16.0,56.74470181806646
24.459878482132037,4.0,9.0,48.58353030414137
30.209498816419938,1.0,15.0,53.82753118030708
27.546434979880843,4.0,19.0,70.26529532083478
14.633812943887568,4.0,10.0,42.60496579991691
22.881903245500588,4.0,12.0,54.107302675763414
20.398263030493776,3.0,7.0,30.826051645955523
11.827735297813994,5.0,16.0,
17.96413504056321,5.0,8.0,50.725663798783515
,4.0,6.0,
28.04610096117314,4.0,13.0,63.20114262646739
27.761785034257635,1.0,19.0,51.087806567162474
21.352155449880065,4.0,7.0,45.71990240192125
22.2866040715753,4.0,9.0,47.991666119774095
24.864299348523613,1.0,6.0,29.723500139135787
21.153965845403402,3.0,11.0,44.50841860101603
26.727094892426035,5.0,9.0,51.575232308973774
25.855992989597848,2.0,7.0,45.17237621796534
20.204581810111257,3.0,16.0,59.54116147709017
,3.0,8.0,33.316770952023575
13.329985493169115,2.0,5.0,28.297680400440257
5.373880571985534,3.0,9.0,30.530493793092123
19.877597696847793,5.0,8.0,47.84103582032765
25.2009411595318,4.0,8.0,50.47136008559572
15.913733188884308,2.0,8.0,146.5049787345159
23.087477236547382,2.0,16.0,53.241003825239275
27.340131183888516,2.0,,
25.773923770522103,1.0,16.0,48.540490258605836
23.434072819711144,2.0,10.0,44.48355914800272
11.168523615999625,5.0,10.0,40.138646516562844
13.476825578831084,2.0,14.0,42.05387455253157
23.176912329084832,1.0,13.0,49.03642567572029
20.38440355459077,5.0,6.0,42.145495561692854
22.620790344558912,5.0,13.0,58.67270120805239
30.059287835569677,4.0,16.0,65.46875785406634
22.295402644867163,1.0,20.0,55.5972888522019
12.141164987355534,3.0,,48.82568326170649
24.261100060303953,3.0,12.0,39.66332237106649
24.74154622763095,3.0,12.0,54.51895447766693
,5.0,12.0,46.326315600242594
24.77857267840375,2.0,17.0,53.4221055836648
25.31346896046925,3.0,8.0,
22.795189565987833,2.0,7.0,42.49473610368628
20.26334544854045,5.0,16.0,61.1931469135604
13.87560593128652,1.0,13.0,37.57137618171528
25.120225442943543,2.0,17.0,55.632419856804006
25.340722866865704,1.0,18.0,51.7380043556811
25.817231556134594,4.0,11.0,60.447606851891116
,1.0,14.0,40.30050318862105
22.06260776634037,4.0,10.0,52.223562884793125
21.453477659302166,4.0,12.0,49.061874598347934
13.624551332322401,1.0,12.0,28.598617316935687
,1.0,6.0,38.392237696541095
16.206612778633357,,10.0,46.75715356667927
20.080185962828565,1.0,16.0,44.83122624207251
26.387438710037323,3.0,12.0,49.24408055241696
22.535255400755748,3.0,17.0,65.01274488327188
8.061038724357156,1.0,17.0,40.20545375211241
26.301600620195487,5.0,7.0,49.81766391807699
27.616066161738154,2.0,6.0,41.390795913135065
19.03674411107282,4.0,11.0,52.363468499515946
19.62237814452284,,11.0,38.97688133954006
23.078880442066477,2.0,12.0,47.862183969881286
22.129807679316592,3.0,13.0,48.638092381773234
25.485138369403245,3.0,17.0,56.31803993638793
22.618258231673995,1.0,15.0,43.79126903570536
16.593179253182583,1.0,9.0,32.95678336186365
12.709662608219686,5.0,19.0,59.62586653091078
20.798210502843435,5.0,13.0,56.45704310462358
24.20955475591667,5.0,19.0,66.9460234668038
26.94752297773391,4.0,15.0,55.78818056591641
26.146564381379093,3.0,19.0,64.47531036052978
22.92694977033349,4.0,12.0,
16.1545415584301,2.0,11.0,37.07040976433313
27.05020780010021,3.0,17.0,
18.77529910413753,5.0,15.0,60.15595850887942
21.41905369873646,3.0,18.0,61.18788377465685
24.812697237210607,5.0,5.0,45.649203648220606
19.665026339603262,2.0,13.0,44.74815590904116
24.250685470821704,,5.0,43.888785458171995
23.6869573770959,4.0,11.0,51.19953403659885
,3.0,13.0,55.891972725925584
31.455761140361602,4.0,10.0,55.91995218205278
28.836253109043003,3.0,,56.3609897337168
22.154712518897618,2.0,19.0,56.69532241583075
21.11018979720154,2.0,,
24.858708616570826,5.0,18.0,
14.548971267603187,2.0,9.0,33.74377077217469
23.319271460269913,2.0,20.0,60.64036767797296
20.93941986340863,3.0,13.0,49.688543947510155
25.086623721989547,2.0,13.0,48.31511225459018
36.470256266573436,4.0,,72.41502605572359
17.791886071925404,2.0,20.0,56.17764642838917
23.728438372167034,5.0,13.0,59.7311835750346
15.816678832496798,4.0,17.0,55.23150749638565
24.68790725923344,2.0,15.0,53.49378917199184
18.53917630819842,3.0,20.0,58.46971569577289
24.330086751222847,2.0,20.0,63.61244360895429
24.50065351764043,2.0,5.0,32.267831033915556
19.434543100712652,1.0,5.0,27.1280646158172
,4.0,16.0,59.21449343863002
23.966567328755037,1.0,8.0,36.90118578883822
20.748309965577153,2.0,,49.93558574918848
21.49457064256067,2.0,16.0,52.82696052121431
17.267806728986237,4.0,11.0,47.037763699582584
26.15557441152846,3.0,20.0,64.94415556574224
17.86933847453303,5.0,12.0,55.9452239209891
25.588978771611156,1.0,10.0,39.0971050986825
17.97156846658033,1.0,16.0,47.67309895830676
24.21333110596131,5.0,17.0,67.72924224518013
21.337567238312182,5.0,9.0,48.21921431525726
25.26014487051986,1.0,12.0,46.38570423304442
19.965789046433766,5.0,,46.79297272112401
24.07168344029999,4.0,15.0,61.34197256353282
,,12.0,40.13467205708239
,3.0,6.0,44.908961468964854
22.888565376574245,2.0,15.0,53.35363936064361
26.84595611889516,2.0,10.0,41.18534429961919
28.41078032976142,5.0,7.0,53.692317994120614
19.075000908822588,2.0,10.0,39.57184756419795
22.9303230030737,,14.0,57.42919773357455
16.92925054201923,3.0,13.0,49.76550415481426
31.548321141313377,5.0,15.0,62.65824685070608
14.1452200231351,4.0,7.0,48.00716822380867
24.32960113290489,5.0,8.0,48.79286127040026
21.311073266269233,1.0,15.0,46.287892505480585
26.604417909809612,4.0,6.0,50.41137390725822
22.01326450794731,1.0,14.0,
29.991917766281258,5.0,18.0,71.10525060313063
29.207447792722327,3.0,16.0,66.36775009578368
30.654370151130315,1.0,19.0,58.6391514762731
,1.0,15.0,53.28643639409797
24.335427439035605,4.0,17.0,
22.193624904533714,3.0,20.0,68.29979300320802
28.323842517934672,1.0,15.0,54.608075441936975
21.230438261430336,5.0,10.0,51.10958686035694
17.702742893376936,2.0,16.0,
19.6535954774065,5.0,5.0,38.925926248633665
22.459493663040938,2.0,7.0,35.599368567209325
22.1557678943697,4.0,19.0,58.73380217963545
27.50503589929655,4.0,13.0,57.05582619366409
24.05337852027085,4.0,8.0,47.82095397450564
28.86498605825036,5.0,20.0,71.80176660180116
19.567374577484152,3.0,8.0,37.376090724940255
25.088450501553996,2.0,7.0,37.52585067519916
28.92626278230957,,12.0,49.73025345775921
24.25289367496994,1.0,18.0,55.33903888911986
30.897218450923738,4.0,13.0,59.67440919506611
19.102240647049346,3.0,12.0,46.28030777920368
21.575971512707994,4.0,16.0,66.95824888853171
17.54402977384111,4.0,14.0,51.73271225900808
15.200007102275475,2.0,17.0,52.02657407446978
23.73896731889506,2.0,7.0,38.97944155751348
20.090195522566066,1.0,15.0,44.794830961760304
21.982039002461427,5.0,20.0,64.44455746027678
25.054533259195892,5.0,18.0,66.79402281999508
,1.0,9.0,33.21450538693357
25.407698729538524,3.0,12.0,51.214180039501876
22.290669867618245,4.0,14.0,56.83781629954941
22.780359130443195,4.0,5.0,39.49843721314747
23.54959623588707,5.0,15.0,67.8789601204886
23.990062720131636,1.0,12.0,45.34814292793192
25.01262938732543,2.0,6.0,39.19916460152474
29.41101034133298,2.0,17.0,60.508933222317324
19.618642158268642,5.0,12.0,54.242040220909004
11.931589468502445,5.0,5.0,41.50286200837411
22.61062150219619,2.0,5.0,34.567145086262755
17.698640882964696,3.0,18.0,58.70336323139583
17.757337040718323,2.0,,34.061192155983136
19.039456053989376,5.0,14.0,
29.70728642354373,2.0,,52.88160142793632
32.022828070977766,2.0,18.0,62.81676686323501
24.704582175025095,3.0,20.0,63.84820255529238
18.54522259891764,1.0,14.0,50.07700808095751
19.780982373063136,4.0,5.0,35.3279034246569
27.482147276043147,5.0,9.0,48.76366685087409
27.010734989923375,3.0,14.0,57.21676779079418
21.214204219294263,3.0,20.0,62.89976197398293
24.320937941197194,3.0,7.0,38.85315456235304
15.882877744621918,2.0,9.0,32.666489109534155
17.812333228609496,2.0,16.0,49.37058078778233
21.995046002944623,4.0,19.0,65.81264311790059
22.86333820414189,2.0,12.0,44.18638575952286
22.085451281295338,4.0,18.0,156.1426020553081
27.140809951722744,2.0,7.0,40.45390261050101
18.719133950604867,5.0,18.0,62.18854174591526
17.422912518229943,2.0,15.0,46.805653895432684
23.073149037942606,4.0,15.0,52.212681407736326
24.45715874895777,3.0,16.0,57.12950267490144
23.272654407375043,3.0,13.0,52.69455061105497
14.737511808368733,3.0,5.0,30.984670723382344
27.522350627875106,5.0,16.0,69.66217178102774
13.704778468068932,5.0,16.0,52.42399415661792
20.169269491392996,5.0,,40.53996088382088
33.60094073316506,5.0,16.0,68.24379253630957
25.352515074888842,3.0,17.0,143.3668364752482
17.45099812848168,1.0,11.0,34.94227309187463
28.09973245089474,5.0,,54.69015411193214
,2.0,17.0,53.09878644561413
21.094810409682143,,8.0,46.49691806768402
14.848502846345884,2.0,,57.22879181555113
21.575627968725726,2.0,6.0,36.006562343351426
25.861825943563684,3.0,5.0,33.93708031926221
21.110928404690878,3.0,17.0,55.07431717708814
17.217962741263523,3.0,14.0,45.08593269342872
22.855066555086548,2.0,17.0,57.138156397356084
26.386958484487806,2.0,10.0,47.79730850212475
25.257288814375915,4.0,20.0,66.36715619816606
15.403855583082326,,11.0,44.56301035207437
30.22040515891343,3.0,5.0,47.920718634276874
22.487859229855882,4.0,17.0,59.72107188690596
12.79462949435434,3.0,16.0,47.133630650969366
20.05053654973512,5.0,,55.04445093019384
18.225360170851864,1.0,18.0,47.22030402969271
20.26612827720253,2.0,17.0,47.60205423651932
,4.0,8.0,47.17219417541701
22.057571140722512,1.0,9.0,34.5999377361563
27.271974265024415,3.0,5.0,48.424860171404795
21.93333968669318,2.0,12.0,45.4498123489463
19.4902284103079,4.0,8.0,44.61512782599268
23.381517989923957,1.0,18.0,50.30938010673259
19.874231321686956,2.0,16.0,
12.336896669633015,3.0,5.0,25.181158284862253
,5.0,5.0,37.81417621274892
17.85963823350679,5.0,11.0,52.5977910424107
25.410204835938405,1.0,20.0,64.99648569579493
25.53199849156251,5.0,18.0,72.15162557751555
19.70182359714744,4.0,6.0,46.296416794105674
21.48615246586532,3.0,10.0,42.71611862911224
32.96121620237136,5.0,8.0,54.928499422747166
21.206929850411097,2.0,16.0,53.60084126071719
16.67395394102457,5.0,8.0,38.4375490121678
23.582667415551946,2.0,10.0,43.6646449813401
,3.0,19.0,55.93639965061517
17.13092022766256,1.0,15.0,45.873035043796094
20.040136817606797,1.0,7.0,28.617344494439408
17.554277453821104,1.0,14.0,41.7923395248658
23.77796547564393,5.0,14.0,60.32130759731463
19.394440851876933,,9.0,36.807586224300586
21.363946387680198,1.0,11.0,36.968379858613595
22.224813321891112,2.0,5.0,30.49988616566492
37.52630076484399,4.0,,50.98914420455186
14.045783491207693,,9.0,41.7921618600223
32.81326577238658,5.0,9.0,59.145740252641275
30.844055111335386,5.0,16.0,70.6603441930888
,,5.0,47.87120864810916
22.142070927428577,4.0,6.0,42.44699655782211
16.575027808730404,1.0,11.0,39.56736172078223
34.16216034737917,,16.0,
21.324893962582244,5.0,14.0,58.384552246492795
33.17734747473067,4.0,16.0,68.39045622342981
23.11642129485297,5.0,14.0,59.16950129448941
25.449240734664283,1.0,17.0,54.24471377892132
24.792878913755523,2.0,18.0,59.66066644040802
21.689046318746623,1.0,7.0,38.14112660561708
21.961046719944147,2.0,12.0,44.266091645908304
20.248785229587217,1.0,7.0,32.719527291850625
24.57120222480711,3.0,16.0,54.56629231685646
29.35011322654769,2.0,12.0,53.1139421264289
16.247452248751138,3.0,15.0,52.68057637830892
,1.0,13.0,44.95180487852691
20.340747981019963,1.0,11.0,36.891301638747024
20.860954901848572,4.0,14.0,56.92998794653067
24.83006010706403,4.0,18.0,64.65585794200159
22.341381457507197,2.0,20.0,59.11952690897614
23.452945651018833,5.0,,54.60065509768616
20.451830917630804,3.0,15.0,52.71348856834936
27.26807095842648,2.0,10.0,42.2161920432914
19.399455992269644,2.0,,61.00022297078664
16.645565435601053,3.0,5.0,31.259839319503197
20.92849552233736,1.0,7.0,28.409843989946953
21.612389399827183,2.0,6.0,
22.53921847853977,1.0,6.0,37.513958183148134
22.583497239366885,1.0,5.0,
23.459462549437934,2.0,11.0,45.18219949340906
17.630397661008697,1.0,,23.06947463995634
27.234304704911377,2.0,19.0,60.02508027694332
22.34447834742786,2.0,13.0,50.40057963456107
20.594227450926738,,20.0,55.37329378102855
21.419565040376174,5.0,12.0,52.950278337210506
28.866823794326383,3.0,7.0,50.45266697908781
23.792079632865835,1.0,6.0,39.026249680345934
23.051689411626107,1.0,18.0,55.110342768860825
18.72913163719842,4.0,20.0,64.61242136665979
27.514325348111136,5.0,5.0,52.64671028226791
25.47961938198802,1.0,7.0,33.81131402024559
,1.0,20.0,48.23410078874565
26.90573125683182,4.0,13.0,55.51961790701899
17.12532617422505,2.0,,48.36318593867909
19.570961705275025,4.0,14.0,53.34441696937529
33.20549035038359,2.0,13.0,58.99612813499425
13.228207574323608,5.0,8.0,39.64868049105274
20.860289145962497,2.0,7.0,44.82186990145775
25.354933128375585,1.0,11.0,44.17246828601609
16.68910873646547,3.0,9.0,41.014190538977964
28.515804529486488,4.0,9.0,52.59782066366324
20.9033160728813,1.0,,40.08681601683888
21.128527004652764,5.0,5.0,43.363454014801576
,5.0,19.0,81.00336313941894
27.080317443130483,5.0,7.0,47.19622855227706
22.98385533945741,5.0,5.0,39.394744179457234
17.212405771257533,5.0,10.0,47.80301689697156
10.921828082753738,3.0,5.0,
15.536246925555812,4.0,6.0,33.093402901885845
18.035793360033384,5.0,7.0,43.55070304818827
21.69547308166391,5.0,,47.37765220652696
23.18312287988622,4.0,6.0,45.198272696908475
15.205512298955096,2.0,6.0,36.88172979602074
18.6082685120671,5.0,14.0,54.10662652379885
25.203153927055954,3.0,16.0,53.602329730357525
28.955378662988824,4.0,8.0,54.08694960112529
17.455534171997535,5.0,17.0,56.120466250079055
20.668220273509434,2.0,13.0,48.626806703686164
30.789670313493005,2.0,14.0,60.246317884326444
14.107870410947864,3.0,19.0,55.93262285005578
20.899045271910737,3.0,20.0,64.51150604947486
26.06026332322386,3.0,16.0,59.833160178806615
27.5727447903621,2.0,8.0,41.12143912623929
30.71095396923021,2.0,5.0,38.35470981473376
23.651573786902798,,11.0,51.56578036375063
21.319380689361918,4.0,13.0,51.37406337153807
22.133238972889764,3.0,6.0,40.29567737804703
20.359395334205256,3.0,9.0,37.70333392438999
19.93056854961662,2.0,5.0,33.334554931020115
31.18151543504692,2.0,8.0,45.52382233318662
19.968013293766674,3.0,19.0,55.228887342347306
16.21596006681478,5.0,7.0,41.13366621883044
20.624176610819532,5.0,14.0,59.838421922965495
22.40638034464161,5.0,16.0,62.06548444056671
37.71017322160388,5.0,13.0,70.2897200141966
16.097840115434575,2.0,15.0,36.951003813590205
17.86443636437813,1.0,12.0,37.58313664775373
28.559273032500258,1.0,16.0,57.18053837682072
21.028994746159263,1.0,19.0,51.60866879295404
18.73642381667809,1.0,6.0,32.745358552881854
10.53359013187353,,17.0,54.02457851928368
19.319106346643068,1.0,19.0,51.496344683836206
23.572933732581532,1.0,6.0,31.11151849608486
22.16997264276808,3.0,18.0,57.162635524728046
19.513153320614908,4.0,15.0,51.84902569862563
24.577154352506195,4.0,7.0,49.59404146548404
31.748675597031102,5.0,19.0,77.4301405157733
30.399198303582516,2.0,16.0,60.64523841899091
28.59073402983061,,16.0,68.42212520786737
25.38263873004604,5.0,14.0,59.84387870341335
23.17582567448334,3.0,11.0,50.51409096324138
20.10937391198347,5.0,12.0,57.10492032872642
14.624814852622436,3.0,16.0,50.587893783047214
15.772618836263096,2.0,6.0,32.52866615574308
29.674266517677275,4.0,13.0,57.077869547035974
24.89745124868607,5.0,20.0,71.30317483059471
18.699151600173572,1.0,8.0,28.466447241384138
12.500556826739304,5.0,8.0,41.28987392192459
19.19735589407737,1.0,5.0,29.90281141009197
16.540099855490144,1.0,17.0,48.9665717657312
23.676538521157894,,6.0,36.89050031558453
20.506742307873107,1.0,15.0,
,4.0,6.0,33.2795533984209
21.28123193152983,5.0,14.0,56.253917802134566
19.37597333113296,,15.0,52.026631806215455
27.968215365225568,2.0,20.0,66.4976290626974
25.366399254846332,4.0,20.0,66.55822277674461
16.05411301377541,1.0,14.0,36.94293662357326
22.74588453193557,3.0,6.0,40.12352238346496
14.726842546937675,4.0,5.0,30.75901717666961
25.150953141068968,3.0,18.0,
23.41128736021224,2.0,15.0,53.81883686678817
12.361471397285246,1.0,19.0,50.923977276877935
21.211079137198656,2.0,7.0,37.21985844489621
26.351316106766497,1.0,7.0,36.63080831278349
21.538354808868988,4.0,7.0,42.92333576516986
24.145374835824406,2.0,17.0,58.38350439372335
20.378194058625837,4.0,9.0,44.04534028012567
19.722357317644267,5.0,11.0,51.516828734119045
20.673167972322677,5.0,12.0,52.93609500935219
,5.0,19.0,63.379747476319245
29.310517805305057,1.0,10.0,46.452482449797365
17.162550172254754,3.0,11.0,43.395152612609046
12.719424949271659,4.0,19.0,51.997604574837304
19.303942230530968,4.0,11.0,47.55888927304251
14.452655905944386,2.0,14.0,35.70784807358929
16.45504748532832,3.0,20.0,58.87719586421824
33.80643866071521,4.0,,53.43258131176839
29.59522717548992,2.0,18.0,63.24280843296159
24.30165409420854,1.0,17.0,51.05047561329376
11.84399150732548,5.0,16.0,53.8181872358668
16.88995609949172,2.0,20.0,53.32910213123487
20.08089744174666,2.0,14.0,43.69428283827378
18.856208546660273,3.0,12.0,47.02521756768186
16.008846700272816,1.0,19.0,50.132623549218486
21.646669889144835,,7.0,46.44207182993116
28.416184863346384,3.0,19.0,62.23652268038599
19.62164504137229,1.0,16.0,43.219167960013635
17.387046654784154,2.0,9.0,39.97468554666591
23.043314206605494,2.0,17.0,60.193474838380965
22.54653361979577,3.0,16.0,54.36952654775449
13.164844207888198,2.0,,39.31543586792625
26.950219761778435,1.0,7.0,38.014328202955596
19.72312420971636,2.0,19.0,51.624606241521924
22.2316230360175,1.0,6.0,27.815465635396997
19.54328604730499,3.0,19.0,54.7826014592615
21.12954212831056,1.0,17.0,49.36921148948014
27.92833212495071,4.0,7.0,159.83569992984144
19.981857416957865,5.0,8.0,45.92243357761233
20.895933683054064,5.0,18.0,65.41717441271273
23.94425456753931,5.0,5.0,133.31592678188588
15.788069185073558,2.0,8.0,35.560013524211925
30.629136794515833,5.0,15.0,68.8577911838125
23.23998597903871,2.0,5.0,33.904239237482486
29.52585200379462,4.0,12.0,63.830995467591464
23.63204003664799,2.0,5.0,38.55495280497184
26.06132052691556,4.0,13.0,
25.35628564819697,2.0,20.0,67.94199995703552
25.073996887614943,2.0,,54.03807219397389
21.946480833201697,2.0,8.0,42.179462527691406
16.263277710295885,2.0,9.0,39.13152466945613
18.820529559009163,2.0,14.0,44.09859235657909
24.83381406747438,2.0,6.0,37.5019061101319
16.425768853478246,4.0,14.0,48.59424158535801
23.01462272173883,3.0,16.0,137.8279625490937
29.000152070048756,3.0,11.0,52.42384054328077
23.647034573340672,2.0,,36.31909772840351
33.25004654177131,2.0,12.0,52.026900592412495
18.085763738963912,1.0,,39.817408370152904
23.155038245454328,1.0,18.0,57.12970367091354
,1.0,20.0,62.721794316358334
21.155226314293007,3.0,18.0,59.28668191390817
26.467205560391708,5.0,13.0,64.01983816962618
18.82829377497942,1.0,9.0,34.94481849866335
15.324110502201751,4.0,5.0,34.58526771705381
18.174307574078494,3.0,17.0,57.78044534492931
31.175940971165403,2.0,5.0,42.3398200435102
22.879451395600512,1.0,19.0,55.74390458064627
20.903879965988356,4.0,13.0,52.290667591423684
14.268694480300452,1.0,13.0,36.16735103444705
,1.0,,51.94373630302478
27.723805492531355,3.0,12.0,53.74817939620341
21.81390432223479,2.0,9.0,39.31188801712808
21.82556087243479,5.0,12.0,53.26766564045026
21.442913608445348,2.0,7.0,32.11919642551291
18.964789015110615,1.0,12.0,40.98642256266981
15.687451296277445,5.0,12.0,40.75711991638697
23.174950951257525,3.0,9.0,47.09050421416532
,2.0,17.0,47.76737678314505
26.700924652912107,4.0,17.0,65.10534002960331
14.98480363467123,,8.0,34.34750359080508
31.771756940541437,5.0,15.0,71.3005018490436
24.676259006603953,4.0,11.0,52.94691153595472
23.403273099705075,1.0,9.0,38.953742036350974
21.47940527271632,4.0,,44.99348912933558
32.342318950866826,5.0,9.0,62.70232807723159
20.14111123415645,5.0,13.0,51.29404356113336
20.71507954032607,1.0,11.0,38.84783952969636
16.823644263340615,3.0,16.0,48.9980413380749
25.771079214833286,5.0,12.0,
23.71175572462035,3.0,14.0,50.51128499568746
22.282049666064193,1.0,14.0,
,5.0,7.0,51.38076820120497
31.249820348257735,5.0,13.0,66.306423911001
24.889187703387122,2.0,11.0,44.916392896007764
20.93441535429303,4.0,5.0,39.103024429197724
23.023125897185448,1.0,20.0,53.400684023836426
33.4371476984975,4.0,16.0,
17.081232768330857,4.0,18.0,57.27655896341022
,5.0,9.0,58.026705723946606
21.194913295499685,2.0,19.0,59.85138007592272
25.217272427751574,4.0,6.0,44.47420221790883
26.43147104985347,2.0,14.0,53.736588451015635
,1.0,15.0,47.34783189267184
24.452634606296904,4.0,13.0,
21.036752479936887,5.0,20.0,72.42249398149383
20.84110546479044,1.0,11.0,36.406808221623706
19.233161491849046,1.0,5.0,31.061888835748228
,5.0,18.0,62.87625772000838
10.89689622526185,3.0,10.0,31.732846578720384
21.327059756073204,3.0,17.0,57.34053329796076
10.707567287927773,2.0,14.0,41.61895111733852
14.083503387658112,5.0,14.0,53.24874141107235
,2.0,15.0,54.96268840530744
20.332957363188136,5.0,19.0,66.67952561715707
22.921043982993453,5.0,19.0,63.33049499397915
10.129157463346314,4.0,16.0,43.90037926345937
28.996988300083693,1.0,14.0,52.90028530853895
13.677857376124996,2.0,5.0,24.50645597728378
28.07503632308189,4.0,12.0,59.65128803615759
19.5167758436446,1.0,10.0,36.925969272621614
19.75981406507783,5.0,17.0,66.32487272156153
18.543086923585257,5.0,8.0,46.0329882216872
19.080653346101798,,12.0,50.57313907578076
17.733562642953398,3.0,13.0,42.19702270869429
17.908656194236528,5.0,20.0,59.80710220327752
23.340251111565138,1.0,6.0,32.5520425985474
17.298196904975963,2.0,20.0,53.067911624413846
18.568747570531897,5.0,7.0,44.87978256666372
17.765499431320016,4.0,19.0,55.70912567660304
14.280755845674847,5.0,16.0,50.95809302319392
22.302982812426837,4.0,10.0,51.43187041984601
24.615981389893303,4.0,15.0,55.402902462918995
14.836560942473172,5.0,13.0,54.46761853573343
21.125475534657834,2.0,,
33.38424042624797,3.0,5.0,53.46824625837303
20.87096226105141,,17.0,42.324389675329364
23.81343574040256,3.0,8.0,38.85903483042131
20.094451928840744,,7.0,43.46726051775414
22.9732360920179,,19.0,62.57412685939973
,4.0,10.0,49.84241633572237
17.999464981868087,5.0,8.0,43.09939844784054
18.117441207260697,4.0,5.0,33.29655712797142
32.8436086152767,2.0,11.0,
19.613981056247432,3.0,19.0,
33.83702087628102,4.0,12.0,62.47164639255241
29.281122933980694,2.0,19.0,59.237725760696726
26.645991978846716,1.0,,50.91389263843277
26.021039955449616,4.0,18.0,69.36760010200287
22.64862758807532,3.0,10.0,46.50774684109286
25.335946061219268,5.0,11.0,57.522313208242004
28.540933511750637,4.0,6.0,51.31873054546536
20.104376432027635,4.0,,54.49652956494435
17.51157142105061,4.0,11.0,40.231334395368705
25.67138726799399,3.0,15.0,58.18560679625146
18.525283466025396,4.0,19.0,
24.72602006699451,2.0,7.0,45.27842563167994
27.187253941279273,1.0,9.0,45.76137188469261
26.272772286013268,4.0,6.0,47.25372945937105
36.88507787625663,5.0,6.0,61.690616465773886
22.869828262740466,1.0,11.0,45.32901774519254
27.476601425883146,5.0,18.0,65.55109093647023
21.456116283455014,2.0,7.0,38.110261908195625
,3.0,18.0,59.33911842445606
16.79202766787083,5.0,18.0,58.4837713540982
27.10766002804978,4.0,12.0,52.17892383716444
18.305545359341185,5.0,7.0,43.38931434868554
21.996171051455708,3.0,17.0,59.47312100822947
27.73804905139692,5.0,8.0,50.20763174631378
12.979891178228138,4.0,6.0,34.19906777997666
17.80291068392286,3.0,20.0,52.789485507838656
,4.0,14.0,57.69271812025197
28.70374463252683,5.0,13.0,62.58082576811482
